db_question_ids,imported_in_current_db,grade,source_lesson,source_url,source_question_number,matched_lesson_id,matched_chapter,matched_lesson,match_score,risk_flags,correct_answer,text,choices
444,true,3,Trắc nghiệm Bảng chia 8,https://vietjack.com/toan-3-cd/trac-nghiem-bang-chia-8.jsp,1,94,"Chủ đề 1: Bảng nhân, bảng chia",8. Bảng nhân 6,92,ambiguous_match,D,Điền số thích hợp vào ô trống:,A. 5 | B. 6 | C. 7 | D. 8
445,true,3,Trắc nghiệm Bảng chia 8,https://vietjack.com/toan-3-cd/trac-nghiem-bang-chia-8.jsp,2,94,"Chủ đề 1: Bảng nhân, bảng chia",8. Bảng nhân 6,92,ambiguous_match,B,Phép chia nào dưới đây có kết quả bằng 6,A. 8 : 8 | B. 48 : 8 | C. 24 : 8 | D. 32 : 8
446,true,3,Trắc nghiệm Bảng chia 8,https://vietjack.com/toan-3-cd/trac-nghiem-bang-chia-8.jsp,3,94,"Chủ đề 1: Bảng nhân, bảng chia",8. Bảng nhân 6,92,ambiguous_match,D,"Trong các biểu thức sau, biểu thức nào có giá trị nhỏ nhất:",A. 48 : 8 + 150 | B. 72 : 8 × 7 | C. 125 – 40 : 8 | D. 20 + 64 : 8
447,true,3,Trắc nghiệm Bảng chia 8,https://vietjack.com/toan-3-cd/trac-nghiem-bang-chia-8.jsp,4,94,"Chủ đề 1: Bảng nhân, bảng chia",8. Bảng nhân 6,92,ambiguous_match,B,Có 24 quả xoài chia đều vào 3 đĩa. Phép chia thích hợp để tính số quả xoài trong mỗi đĩa là:,A. 24 : 8 = 3 (quả) | B. 24 : 3 = 8 (quả) | C. 3 × 8 = 24 (quả) | D. 8 × 3 = 24 (quả)
448,true,3,Trắc nghiệm Bảng chia 8,https://vietjack.com/toan-3-cd/trac-nghiem-bang-chia-8.jsp,5,94,"Chủ đề 1: Bảng nhân, bảng chia",8. Bảng nhân 6,92,ambiguous_match,A,"Cửa hàng thứ nhất có 40kg gạo nếp, Số gạo nếp của cửa hàng thứ hai bằng số gạo nếp của cửa hàng thứ nhất giảm đi 8 lần. Hỏi cửa hàng thứ hai có bao nhiêu kg gạo nếp.",A. 5 kg gạo nếp | B. 6 kg gạo nếp | C. 7 kg gạo nếp | D. 8 kg gạo nếp
449,true,3,Trắc nghiệm Bảng chia 8,https://vietjack.com/toan-3-cd/trac-nghiem-bang-chia-8.jsp,6,94,"Chủ đề 1: Bảng nhân, bảng chia",8. Bảng nhân 6,92,ambiguous_match,D,Biết x = 16 : 8 và 24 : y = 8. Giá trị của x × y + 5 là:,A. 5 | B. 8 | C. 11 | D. 15
450,true,3,Trắc nghiệm Bảng chia 8,https://vietjack.com/toan-3-cd/trac-nghiem-bang-chia-8.jsp,7,94,"Chủ đề 1: Bảng nhân, bảng chia",8. Bảng nhân 6,92,ambiguous_match,C,An giải 1 bài toán trong thời gian 8 phút. Hỏi trong 48 phút An giải được bao nhiêu bài toán tất cả? (không tính thời gian nghỉ),A. 4 bài | B. 5 bài | C. 6 bài | D. 7 bài
451,true,3,Trắc nghiệm Bảng chia 8,https://vietjack.com/toan-3-cd/trac-nghiem-bang-chia-8.jsp,8,94,"Chủ đề 1: Bảng nhân, bảng chia",8. Bảng nhân 6,92,ambiguous_match,B,"Tìm một số, biết rằng nếu lấy số đó trừ đi 30 rồi cộng 6, được bao nhiêu đem chia cho 8 thì được kết quả là 2",A. 45 | B. 40 | C. 38 | D. 35
452,true,3,Trắc nghiệm Bảng chia 9,https://vietjack.com/toan-3-cd/trac-nghiem-bang-chia-9.jsp,1,95,"Chủ đề 1: Bảng nhân, bảng chia",9. Gấp một số lên một số lần,92,ambiguous_match,B,Điền số thích hợp vào ô trống:,A. 7 | B. 8 | C. 9 | D. 10
453,true,3,Trắc nghiệm Bảng chia 9,https://vietjack.com/toan-3-cd/trac-nghiem-bang-chia-9.jsp,2,95,"Chủ đề 1: Bảng nhân, bảng chia",9. Gấp một số lên một số lần,92,ambiguous_match,A,Phép chia nào dưới đây có kết quả bằng 9?,A. 81 : 9 | B. 27 : 9 | C. 45 : 9 | D. 36 : 9
454,true,3,Trắc nghiệm Bảng chia 9,https://vietjack.com/toan-3-cd/trac-nghiem-bang-chia-9.jsp,3,95,"Chủ đề 1: Bảng nhân, bảng chia",9. Gấp một số lên một số lần,92,ambiguous_match,B,Phép tính nào sau đây không đúng?,A. 72 – 36 : 9 = 68 | B. 54 : 9 + 4 = 8 | C. 70 + 90 : 10 – 39 = 40 | D. 81 : 9 : 3 = 3
455,true,3,Trắc nghiệm Bảng chia 9,https://vietjack.com/toan-3-cd/trac-nghiem-bang-chia-9.jsp,4,95,"Chủ đề 1: Bảng nhân, bảng chia",9. Gấp một số lên một số lần,92,ambiguous_match,D,9 lít dầu chia đều vào 9 can. Hỏi mỗi can có bao nhiêu lít dầu?,A. 4 lít | B. 3 lít | C. 2 lít | D. 1 lít
456,true,3,Trắc nghiệm Bảng chia 9,https://vietjack.com/toan-3-cd/trac-nghiem-bang-chia-9.jsp,5,95,"Chủ đề 1: Bảng nhân, bảng chia",9. Gấp một số lên một số lần,92,ambiguous_match,C,Phép tính chia thích hợp để số hộp bóng là,A. 5 × 9 = 45 | B. 9 × 5 = 45 | C. 45 : 9 = 5 | D. 45 : 5 = 9
457,true,3,Trắc nghiệm Bảng chia 9,https://vietjack.com/toan-3-cd/trac-nghiem-bang-chia-9.jsp,6,95,"Chủ đề 1: Bảng nhân, bảng chia",9. Gấp một số lên một số lần,92,ambiguous_match,C,"Có 63 lít nước. Sau 1 ngày sử dụng, số nước giảm đi 9 lần. Hỏi còn lại bao nhiêu lít nước?",A. 5 lít | B. 6 lít | C. 7 lít | D. 8 lít
458,true,3,Trắc nghiệm Bảng chia 9,https://vietjack.com/toan-3-cd/trac-nghiem-bang-chia-9.jsp,7,95,"Chủ đề 1: Bảng nhân, bảng chia",9. Gấp một số lên một số lần,92,ambiguous_match,B,"Tìm x , biết: x + 54 : 9 = 96",A. 90 | B. 80 | C. 75 | D. 70
368,true,3,Trắc nghiệm Bảng chia 9,https://vietjack.com/toan-3-cd/trac-nghiem-bang-chia-9.jsp,8,95,"Chủ đề 1: Bảng nhân, bảng chia",9. Gấp một số lên một số lần,92,ambiguous_match,C,Điền số thích hợp vào ô trống,A. 6; 10 | B. 7; 28 | C. 4; 8 | D. 9; 5
491,true,3,Trắc nghiệm Nhân với số có một chữ số (không nhớ),https://vietjack.com/toan-3-cd/trac-nghiem-nhan-voi-so-co-mot-chu-so-khong-nho.jsp,1,111,"Chủ đề 2: Nhân, chia các số trong phạm vi 1 000",2. Nhân với số có một chữ số (không nhớ),92,ambiguous_match,B,Tổng nào sau đây có thể viết thành phép toán 13 × 3?,A. 13 + 13 | B. 13 + 13 + 13 | C. 13 + 3 | D. 13 + 13 + 3
492,true,3,Trắc nghiệm Nhân với số có một chữ số (không nhớ),https://vietjack.com/toan-3-cd/trac-nghiem-nhan-voi-so-co-mot-chu-so-khong-nho.jsp,2,111,"Chủ đề 2: Nhân, chia các số trong phạm vi 1 000",2. Nhân với số có một chữ số (không nhớ),92,ambiguous_match,A,"Tìm một số, biết rằng lấy số đó cộng với tích của 24 và 2 thì được kết quả là 95.",A. 47 | B. 48 | C. 49 | D. 50
493,true,3,Trắc nghiệm Nhân với số có một chữ số (không nhớ),https://vietjack.com/toan-3-cd/trac-nghiem-nhan-voi-so-co-mot-chu-so-khong-nho.jsp,3,111,"Chủ đề 2: Nhân, chia các số trong phạm vi 1 000",2. Nhân với số có một chữ số (không nhớ),92,ambiguous_match,D,Giá trị của biểu thức 34 × 2 là:,A. 65 | B. 66 | C. 67 | D. 68
494,true,3,Trắc nghiệm Nhân với số có một chữ số (không nhớ),https://vietjack.com/toan-3-cd/trac-nghiem-nhan-voi-so-co-mot-chu-so-khong-nho.jsp,4,111,"Chủ đề 2: Nhân, chia các số trong phạm vi 1 000",2. Nhân với số có một chữ số (không nhớ),92,ambiguous_match,B,Điền số thích hợp vào ô trống: Một giỏ có 23 quả trứng. 3 giỏ có □ quả trứng.,A. 68 quả trứng | B. 69 quả trứng | C. 70 quả trứng | D. 71 quả trứng
495,true,3,Trắc nghiệm Nhân với số có một chữ số (không nhớ),https://vietjack.com/toan-3-cd/trac-nghiem-nhan-voi-so-co-mot-chu-so-khong-nho.jsp,5,111,"Chủ đề 2: Nhân, chia các số trong phạm vi 1 000",2. Nhân với số có một chữ số (không nhớ),92,ambiguous_match,A,Giá trị của biểu thức 16 + 2 × 34 là,A. 84 | B. 85 | C. 86 | D. 87
496,true,3,Trắc nghiệm Nhân với số có một chữ số (không nhớ),https://vietjack.com/toan-3-cd/trac-nghiem-nhan-voi-so-co-mot-chu-so-khong-nho.jsp,6,111,"Chủ đề 2: Nhân, chia các số trong phạm vi 1 000",2. Nhân với số có một chữ số (không nhớ),92,ambiguous_match,D,Phép tính nào dưới đây có kết quả bằng 64?,A. 17 × 4 | B. 26 × 2 | C. 13 × 8 | D. 16 × 4
497,true,3,Trắc nghiệm Nhân với số có một chữ số (không nhớ),https://vietjack.com/toan-3-cd/trac-nghiem-nhan-voi-so-co-mot-chu-so-khong-nho.jsp,7,111,"Chủ đề 2: Nhân, chia các số trong phạm vi 1 000",2. Nhân với số có một chữ số (không nhớ),92,ambiguous_match,C,Đoạn thẳng AB dài 16 cm. Đoạn thẳng CD dài gấp 5 lần đoạn thẳng AB. Độ dài đoạn thẳng AB là:,A. 70 cm | B. 75 cm | C. 80 cm | D. 85 cm
498,true,3,Trắc nghiệm Nhân với số có một chữ số (không nhớ),https://vietjack.com/toan-3-cd/trac-nghiem-nhan-voi-so-co-mot-chu-so-khong-nho.jsp,8,111,"Chủ đề 2: Nhân, chia các số trong phạm vi 1 000",2. Nhân với số có một chữ số (không nhớ),92,ambiguous_match,B,"Tìm một số, biết rằng khi lấy số đó trừ đi 4, được bao nhiêu nhân với 4 ta được kết quả bằng 60.",A. 18 | B. 19 | C. 20 | D. 21
507,true,3,"Trắc nghiệm Chia số tròn trục, tròn trăm cho số có một chữ số",https://vietjack.com/toan-3-cd/trac-nghiem-chia-so-tron-chuc-tron-tram-cho-so-co-mot-chu-so.jsp,1,113,"Chủ đề 2: Nhân, chia các số trong phạm vi 1 000","5. Chia số tròn chục, tròn trăm cho số có một chữ số",64,low_score,D,Điền số thích hợp vào ô trống:,A. 30 | B. 10 | C. 300 | D. 100
508,true,3,"Trắc nghiệm Chia số tròn trục, tròn trăm cho số có một chữ số",https://vietjack.com/toan-3-cd/trac-nghiem-chia-so-tron-chuc-tron-tram-cho-so-co-mot-chu-so.jsp,2,113,"Chủ đề 2: Nhân, chia các số trong phạm vi 1 000","5. Chia số tròn chục, tròn trăm cho số có một chữ số",64,low_score,A,Phép chia thích hợp với hình vẽ là:,A. 60 : 3 = 20 | B. 60 : 2 = 30 | C. 600 : 3 = 200 | D. 600 : 2 = 300
509,true,3,"Trắc nghiệm Chia số tròn trục, tròn trăm cho số có một chữ số",https://vietjack.com/toan-3-cd/trac-nghiem-chia-so-tron-chuc-tron-tram-cho-so-co-mot-chu-so.jsp,3,113,"Chủ đề 2: Nhân, chia các số trong phạm vi 1 000","5. Chia số tròn chục, tròn trăm cho số có một chữ số",64,low_score,C,Phép tính nào dưới đây có kết quả bằng 200?,A. 800 : 2 | B. 900 : 3 | C. 600 : 3 | D. 500 : 5
510,true,3,"Trắc nghiệm Chia số tròn trục, tròn trăm cho số có một chữ số",https://vietjack.com/toan-3-cd/trac-nghiem-chia-so-tron-chuc-tron-tram-cho-so-co-mot-chu-so.jsp,4,113,"Chủ đề 2: Nhân, chia các số trong phạm vi 1 000","5. Chia số tròn chục, tròn trăm cho số có một chữ số",64,low_score,D,Bác nông dân thu hoạch được 50 quả bí ngô. Bác cần xếp đều vào 5 thùng. Hỏi mỗi thùng có bao nhiêu quả bí ngô?,A. 7 quả bí ngô | B. 8 quả bí ngô | C. 9 quả bí ngô | D. 10 quả bí ngô
511,true,3,"Trắc nghiệm Chia số tròn trục, tròn trăm cho số có một chữ số",https://vietjack.com/toan-3-cd/trac-nghiem-chia-so-tron-chuc-tron-tram-cho-so-co-mot-chu-so.jsp,5,113,"Chủ đề 2: Nhân, chia các số trong phạm vi 1 000","5. Chia số tròn chục, tròn trăm cho số có một chữ số",64,low_score,A,Phép chia nào có cùng kết quả với phép chia 80 : 4?,A. 100 : 5 | B. 200 : 2 | C. 800 : 2 | D. 400 : 4
512,true,3,"Trắc nghiệm Chia số tròn trục, tròn trăm cho số có một chữ số",https://vietjack.com/toan-3-cd/trac-nghiem-chia-so-tron-chuc-tron-tram-cho-so-co-mot-chu-so.jsp,6,113,"Chủ đề 2: Nhân, chia các số trong phạm vi 1 000","5. Chia số tròn chục, tròn trăm cho số có một chữ số",64,low_score,D,Biết: x × 5 = 400. Giá trị của x là:,A. 50 | B. 60 | C. 70 | D. 80
513,true,3,"Trắc nghiệm Chia số tròn trục, tròn trăm cho số có một chữ số",https://vietjack.com/toan-3-cd/trac-nghiem-chia-so-tron-chuc-tron-tram-cho-so-co-mot-chu-so.jsp,7,113,"Chủ đề 2: Nhân, chia các số trong phạm vi 1 000","5. Chia số tròn chục, tròn trăm cho số có một chữ số",64,low_score,A,Điền số thích hợp vào ô trống: 2 × ? + ? = 43,A. 20; 3 | B. 3; 20 | C. 20; 4 | D. 4; 20
514,true,3,"Trắc nghiệm Chia số tròn trục, tròn trăm cho số có một chữ số",https://vietjack.com/toan-3-cd/trac-nghiem-chia-so-tron-chuc-tron-tram-cho-so-co-mot-chu-so.jsp,8,113,"Chủ đề 2: Nhân, chia các số trong phạm vi 1 000","5. Chia số tròn chục, tròn trăm cho số có một chữ số",64,low_score,B,Một cửa hàng có 100 kg gạo được chia làm 5 túi. Hỏi mỗi túi nặng bao nhiêu ki – lô – gam gạo?,A. 10 kg | B. 20 kg | C. 50 kg | D. 70 kg
515,true,3,Trắc nghiệm Chia cho số có một chữ số,https://vietjack.com/toan-3-cd/trac-nghiem-chia-cho-so-co-mot-chu-so.jsp,1,114,"Chủ đề 2: Nhân, chia các số trong phạm vi 1 000",6. Chia cho số có một chữ số,92,ambiguous_match,B,Kết quả của phép chia 69 : 3 là:,A. 23 | B. 32 | C. 26 | D. 36
516,true,3,Trắc nghiệm Chia cho số có một chữ số,https://vietjack.com/toan-3-cd/trac-nghiem-chia-cho-so-co-mot-chu-so.jsp,2,114,"Chủ đề 2: Nhân, chia các số trong phạm vi 1 000",6. Chia cho số có một chữ số,92,ambiguous_match,C,Biết: x × 2 = 54 + 10. Giá trị của x là,A. 30 | B. 31 | C. 32 | D. 33
517,true,3,Trắc nghiệm Chia cho số có một chữ số,https://vietjack.com/toan-3-cd/trac-nghiem-chia-cho-so-co-mot-chu-so.jsp,3,114,"Chủ đề 2: Nhân, chia các số trong phạm vi 1 000",6. Chia cho số có một chữ số,92,ambiguous_match,B,So sánh kết quả của hai phép tính sau: 55 : 5 và 48 : 4,A. > | B. < | C. = | D. Không so sánh được
518,true,3,Trắc nghiệm Chia cho số có một chữ số,https://vietjack.com/toan-3-cd/trac-nghiem-chia-cho-so-co-mot-chu-so.jsp,4,114,"Chủ đề 2: Nhân, chia các số trong phạm vi 1 000",6. Chia cho số có một chữ số,92,ambiguous_match,B,Phép tính nào sau đây không đúng?,A. 28 : 2 = 14 | B. 88 : 2 = 22 | C. 44 : 4 = 11 | D. 46 : 2 = 23
519,true,3,Trắc nghiệm Chia cho số có một chữ số,https://vietjack.com/toan-3-cd/trac-nghiem-chia-cho-so-co-mot-chu-so.jsp,5,114,"Chủ đề 2: Nhân, chia các số trong phạm vi 1 000",6. Chia cho số có một chữ số,92,ambiguous_match,A,Phép chia nào có cùng kết quả với phép chia 48 : 4?,A. 50 : 5 | B. 39 : 3 | C. 24 : 2 | D. 77 : 7
520,true,3,Trắc nghiệm Chia cho số có một chữ số,https://vietjack.com/toan-3-cd/trac-nghiem-chia-cho-so-co-mot-chu-so.jsp,6,114,"Chủ đề 2: Nhân, chia các số trong phạm vi 1 000",6. Chia cho số có một chữ số,92,ambiguous_match,D,"Một cửa hàng có 93 thùng dầu. Sau khi bán, số thùng dầu còn lại giảm đi 3 lần so với lúc ban đầu. Hỏi cửa hàng đó đã bán được bao nhiêu thùng dầu?",A. 50 thùng dầu | B. 56 thùng dầu | C. 60 thùng dầu | D. 62 thùng dầu
521,true,3,Trắc nghiệm Chia cho số có một chữ số,https://vietjack.com/toan-3-cd/trac-nghiem-chia-cho-so-co-mot-chu-so.jsp,7,114,"Chủ đề 2: Nhân, chia các số trong phạm vi 1 000",6. Chia cho số có một chữ số,92,ambiguous_match,C,Điền số thíc hợp vào ô trống:,A. 23 | B. 36 | C. 43 | D. 46
522,true,3,Trắc nghiệm Chia cho số có một chữ số,https://vietjack.com/toan-3-cd/trac-nghiem-chia-cho-so-co-mot-chu-so.jsp,8,114,"Chủ đề 2: Nhân, chia các số trong phạm vi 1 000",6. Chia cho số có một chữ số,92,ambiguous_match,C,Có 48 quả bí ngô xếp đều vào 4 rổ. Hỏi mỗi rổ có bao nhiêu quả bí ngô?,A. 10 quả | B. 11 quả | C. 12 quả | D. 13 quả
549,true,3,Trắc nghiệm Tính giá trị biểu thức số,https://vietjack.com/toan-3-cd/trac-nghiem-tinh-gia-tri-cua-bieu-thuc-so.jsp,1,118,"Chủ đề 2: Nhân, chia các số trong phạm vi 1 000",12. Tính giá trị của biểu thức số,60,low_score,B,Giá trị biểu thức 271 + 29 là:,A. 290 | B. 300 | C. 310 | D. 320
550,true,3,Trắc nghiệm Tính giá trị biểu thức số,https://vietjack.com/toan-3-cd/trac-nghiem-tinh-gia-tri-cua-bieu-thuc-so.jsp,2,118,"Chủ đề 2: Nhân, chia các số trong phạm vi 1 000",12. Tính giá trị của biểu thức số,60,low_score,C,Giá trị biểu thức 20 – 4 + 6 là:,A. 10 | B. 20 | C. 22 | D. 23
551,true,3,Trắc nghiệm Tính giá trị biểu thức số,https://vietjack.com/toan-3-cd/trac-nghiem-tinh-gia-tri-cua-bieu-thuc-so.jsp,3,118,"Chủ đề 2: Nhân, chia các số trong phạm vi 1 000",12. Tính giá trị của biểu thức số,60,low_score,D,Tính giá trị biểu thức: 15 : 5 × 3 là,A. 1 | B. 3 | C. 5 | D. 9
552,true,3,Trắc nghiệm Tính giá trị biểu thức số,https://vietjack.com/toan-3-cd/trac-nghiem-tinh-gia-tri-cua-bieu-thuc-so.jsp,4,118,"Chủ đề 2: Nhân, chia các số trong phạm vi 1 000",12. Tính giá trị của biểu thức số,60,low_score,C,Giá trị biểu thức 265 – 82 + 46 là:,A. 209 | B. 219 | C. 229 | D. 239
553,true,3,Trắc nghiệm Tính giá trị biểu thức số,https://vietjack.com/toan-3-cd/trac-nghiem-tinh-gia-tri-cua-bieu-thuc-so.jsp,5,118,"Chủ đề 2: Nhân, chia các số trong phạm vi 1 000",12. Tính giá trị của biểu thức số,60,low_score,B,Biểu thức nào sau đây có giá trị bằng 64? 125 – 82 + 7 40 : 5 × 8 20 + 70 – 60 72 : 8 × 10,A. 125 – 82 + 7 | B. 40 : 5 × 8 | C. 20 + 70 – 60 | D. 72 : 8 × 10
554,true,3,Trắc nghiệm Tính giá trị biểu thức số,https://vietjack.com/toan-3-cd/trac-nghiem-tinh-gia-tri-cua-bieu-thuc-so.jsp,6,118,"Chủ đề 2: Nhân, chia các số trong phạm vi 1 000",12. Tính giá trị của biểu thức số,60,low_score,A,Phát biểu nào sau đây không đúng?,A. Giá trị của biểu thức 3 × 4 : 2 là 4. | B. Giá trị của biểu thức 312 + 284 là 596. | C. Giá trị của biểu thức 21 : 5 × 0 là 0. | D. Giá trị của biểu thức 125 – 26 – 9 là 90.
555,true,3,Trắc nghiệm Tính giá trị biểu thức số,https://vietjack.com/toan-3-cd/trac-nghiem-tinh-gia-tri-cua-bieu-thuc-so.jsp,7,118,"Chủ đề 2: Nhân, chia các số trong phạm vi 1 000",12. Tính giá trị của biểu thức số,60,low_score,C,"Điền dấu (+, – ) thích hợp vào ô trống: 6 4 5 =",A. –; – | B. +; + | C. +; – | D. –; +
556,true,3,Trắc nghiệm Tính giá trị biểu thức số,https://vietjack.com/toan-3-cd/trac-nghiem-tinh-gia-tri-cua-bieu-thuc-so.jsp,8,118,"Chủ đề 2: Nhân, chia các số trong phạm vi 1 000",12. Tính giá trị của biểu thức số,60,low_score,A,Điền dấu (×; : ) thích hợp vào ô trống 12 3 = 18,"A. : , × | B. × ; × | C. × ; : | D. : , :"
557,true,3,Trắc nghiệm Tính giá trị biểu thức số (tiếp theo) (trang 91),https://vietjack.com/toan-3-cd/trac-nghiem-tinh-gia-tri-cua-bieu-thuc-so-tiep-theo-trang-91.jsp,1,119,"Chủ đề 2: Nhân, chia các số trong phạm vi 1 000",13. Tính giá trị của biểu thức số (tiếp theo),64,low_score|ambiguous_match,A,Giá trị biểu thức 7 + 43 × 2 là,A. 93 | B. 100 | C. 103 | D. 90
558,true,3,Trắc nghiệm Tính giá trị biểu thức số (tiếp theo) (trang 91),https://vietjack.com/toan-3-cd/trac-nghiem-tinh-gia-tri-cua-bieu-thuc-so-tiep-theo-trang-91.jsp,2,119,"Chủ đề 2: Nhân, chia các số trong phạm vi 1 000",13. Tính giá trị của biểu thức số (tiếp theo),64,low_score|ambiguous_match,D,Biểu thức nào dưới đây có giá trị bằng 55?,A. 15 + 10 × 9 | B. 100 : 4 + 25 | C. 70 + 10 × 3 | D. 98 + 2 – 45
559,true,3,Trắc nghiệm Tính giá trị biểu thức số (tiếp theo) (trang 91),https://vietjack.com/toan-3-cd/trac-nghiem-tinh-gia-tri-cua-bieu-thuc-so-tiep-theo-trang-91.jsp,3,119,"Chủ đề 2: Nhân, chia các số trong phạm vi 1 000",13. Tính giá trị của biểu thức số (tiếp theo),64,low_score|ambiguous_match,C,Tính giá trị biểu thức 10 + 8 : 2,A. 9 | B. 10 | C. 14 | D. 16
560,true,3,Trắc nghiệm Tính giá trị biểu thức số (tiếp theo) (trang 91),https://vietjack.com/toan-3-cd/trac-nghiem-tinh-gia-tri-cua-bieu-thuc-so-tiep-theo-trang-91.jsp,4,119,"Chủ đề 2: Nhân, chia các số trong phạm vi 1 000",13. Tính giá trị của biểu thức số (tiếp theo),64,low_score|ambiguous_match,A,Chọn câu đúng.,A. 50 + 50 × 4 = 250 | B. 60 – 7 × 3 = 40 | C. 13 × 3 – 6 = 20 | D. 300 – 200 : 4 = 100
561,true,3,Trắc nghiệm Tính giá trị biểu thức số (tiếp theo) (trang 91),https://vietjack.com/toan-3-cd/trac-nghiem-tinh-gia-tri-cua-bieu-thuc-so-tiep-theo-trang-91.jsp,5,119,"Chủ đề 2: Nhân, chia các số trong phạm vi 1 000",13. Tính giá trị của biểu thức số (tiếp theo),64,low_score|ambiguous_match,D,Giá trị biểu thức “Tích của 7 và 8 rồi cộng thêm 4” là:,A. 50 | B. 54 | C. 56 | D. 60
562,true,3,Trắc nghiệm Tính giá trị biểu thức số (tiếp theo) (trang 91),https://vietjack.com/toan-3-cd/trac-nghiem-tinh-gia-tri-cua-bieu-thuc-so-tiep-theo-trang-91.jsp,6,119,"Chủ đề 2: Nhân, chia các số trong phạm vi 1 000",13. Tính giá trị của biểu thức số (tiếp theo),64,low_score|ambiguous_match,B,"Một thùng màu xanh đựng được 4 lít nước, một thùng màu đỏ đựng được 5 lít nước. Hỏi 5 thùng màu xanh và 4 thùng màu đỏ đựng được bao nhiêu lít nước?",A. 20 lít | B. 40 lít | C. 30 lít | D. 50 lít
563,true,3,Trắc nghiệm Tính giá trị biểu thức số (tiếp theo) (trang 91),https://vietjack.com/toan-3-cd/trac-nghiem-tinh-gia-tri-cua-bieu-thuc-so-tiep-theo-trang-91.jsp,7,119,"Chủ đề 2: Nhân, chia các số trong phạm vi 1 000",13. Tính giá trị của biểu thức số (tiếp theo),64,low_score|ambiguous_match,C,Điền dấu phép tính thích hợp vào ô trống: 64 □ 4 □ 2 = 66,"A. + , - | B. - , + | C. +, : | D. - , x"
564,true,3,Trắc nghiệm Tính giá trị biểu thức số (tiếp theo) (trang 91),https://vietjack.com/toan-3-cd/trac-nghiem-tinh-gia-tri-cua-bieu-thuc-so-tiep-theo-trang-91.jsp,8,119,"Chủ đề 2: Nhân, chia các số trong phạm vi 1 000",13. Tính giá trị của biểu thức số (tiếp theo),64,low_score|ambiguous_match,B,Biểu thức nào dưới đây có cùng giá trị với biểu thức 303 - 6 : 2?,A. 63 – 10 x 3 | B. 500 – 10 x 2 | C. 962 – 50 : 5 | D. 377 + 12 : 4
565,true,3,Trắc nghiệm Tính giá trị biểu thức số (tiếp theo) (trang 93),https://vietjack.com/toan-3-cd/trac-nghiem-tinh-gia-tri-cua-bieu-thuc-so-tiep-theo-trang-93.jsp,1,119,"Chủ đề 2: Nhân, chia các số trong phạm vi 1 000",13. Tính giá trị của biểu thức số (tiếp theo),64,low_score|ambiguous_match,D,Tính giá trị biểu thức 99 × 8 × 7 × (6 – 5 − 1),A. 65 | B. 5544 | C. 5000 | D. 0
566,true,3,Trắc nghiệm Tính giá trị biểu thức số (tiếp theo) (trang 93),https://vietjack.com/toan-3-cd/trac-nghiem-tinh-gia-tri-cua-bieu-thuc-so-tiep-theo-trang-93.jsp,2,119,"Chủ đề 2: Nhân, chia các số trong phạm vi 1 000",13. Tính giá trị của biểu thức số (tiếp theo),64,low_score|ambiguous_match,A,Giá trị biểu thức 86 – (50 – 10) : 2 là,A. 66 | B. 3 | C. 13 | D. 23
567,true,3,Trắc nghiệm Tính giá trị biểu thức số (tiếp theo) (trang 93),https://vietjack.com/toan-3-cd/trac-nghiem-tinh-gia-tri-cua-bieu-thuc-so-tiep-theo-trang-93.jsp,3,119,"Chủ đề 2: Nhân, chia các số trong phạm vi 1 000",13. Tính giá trị của biểu thức số (tiếp theo),64,low_score|ambiguous_match,A,Tính giá trị biểu thức sau: (366 + 93) : 3,A. 153 | B. 165 | C. 183 | D. 397
568,true,3,Trắc nghiệm Tính giá trị biểu thức số (tiếp theo) (trang 93),https://vietjack.com/toan-3-cd/trac-nghiem-tinh-gia-tri-cua-bieu-thuc-so-tiep-theo-trang-93.jsp,4,119,"Chủ đề 2: Nhân, chia các số trong phạm vi 1 000",13. Tính giá trị của biểu thức số (tiếp theo),64,low_score|ambiguous_match,D,Cho biểu thức 478 – ( 214 + 8 : 2) . Thứ tự thực hiện các phép tính trong biểu thức trên là:,"A. cộng, chia, trừ | B. trừ, chia, cộng | C. cộng, trừ, chia | D. chia, cộng, trừ"
569,true,3,Trắc nghiệm Tính giá trị biểu thức số (tiếp theo) (trang 93),https://vietjack.com/toan-3-cd/trac-nghiem-tinh-gia-tri-cua-bieu-thuc-so-tiep-theo-trang-93.jsp,5,119,"Chủ đề 2: Nhân, chia các số trong phạm vi 1 000",13. Tính giá trị của biểu thức số (tiếp theo),64,low_score|ambiguous_match,B,Mẹ có 10 cái kẹo và 14 cái bánh. Mẹ chia đều số bánh và số kẹo cho An và Dũng. Hỏi mỗi bạn được tất cả bao nhiêu cái bánh và kẹo?,A. 11 cái bánh và cái kẹo | B. 12 cái bánh và cái kẹo | C. 13 cái bánh và cái kẹo | D. 14 cái bánh và cái kẹo
570,true,3,Trắc nghiệm Tính giá trị biểu thức số (tiếp theo) (trang 93),https://vietjack.com/toan-3-cd/trac-nghiem-tinh-gia-tri-cua-bieu-thuc-so-tiep-theo-trang-93.jsp,6,119,"Chủ đề 2: Nhân, chia các số trong phạm vi 1 000",13. Tính giá trị của biểu thức số (tiếp theo),64,low_score|ambiguous_match,C,"Có 115 túi đường, mỗi túi có 2kg đường. Người ta bán đi 155kg đường. Hỏi còn lại bao nhiêu ki-lô-gam đường?",A. 89 kg đường | B. 120 kg đường | C. 75 kg đường | D. 100 kg đường
